43__bid_12__lead_9	a1f-fragment07	xcomp	VB	VB	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid up the wages of that age group to entice young people away from education and into unskilled or semi- skilled jobs . 	0.5
43__bid_12__unskilled_29	a1f-fragment07	advcl	JJ	VB	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid up the wages of that age group to entice young people away from education and into unskilled or semi- skilled jobs . 	0.0
43__jobs_33__semi-_31	a1f-fragment07	amod	JJ	NNS	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid up the wages of that age group to entice young people away from education and into unskilled or semi- skilled jobs . 	0.0
43__jobs_33__skilled_32	a1f-fragment07	amod	JJ	NNS	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid up the wages of that age group to entice young people away from education and into unskilled or semi- skilled jobs . 	0.5
44__required_4__release_6	a1f-fragment07	xcomp	VB	VBN	Employers must be required to release 16-18-year-olds for education and training for at least two days per week . 	0.0
44__days_16__release_6	a1f-fragment07	nmod	VB	NNS	Employers must be required to release 16-18-year-olds for education and training for at least two days per week . 	0.0
44__16-18-year-olds_7__release_6	a1f-fragment07	dobj	VB	NNS	Employers must be required to release 16-18-year-olds for education and training for at least two days per week . 	0.0
44__Employers_1__release_6	a1f-fragment07	reln-subj	VB	NNS	Employers must be required to release 16-18-year-olds for education and training for at least two days per week . 	0.0
45__complementary_8__goals_9	a1f-fragment08	amod	NNS	JJ	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 	0.0
45__achieved_11__goals_9	a1f-fragment08	nsubjpass	NNS	VBN	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 	0.0
45__reduce_31__goals_9	a1f-fragment08	nsubj	NNS	VB	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 	0.0
45__competence_21__vocational_20	a1f-fragment08	amod	JJ	NN	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 	1.0
45__capacity_27__productive_26	a1f-fragment08	amod	JJ	NN	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 	1.5
45__inequalities_35__reduce_31	a1f-fragment08	dobj	VB	NNS	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 	0.5
45__goals_9__reduce_31	a1f-fragment08	nsubj	VB	NNS	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 	0.0
45__education_43__narrow_42	a1f-fragment08	amod	JJ	NN	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 	3.0
45__receive_40__standard_48	a1f-fragment08	nmod	NN	VBP	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 	0.0
48__commitment_8__scoop_15	a1f-fragment08	acl	VB	NN	Sir : Labour does not need a commitment to proportional representation in order to scoop most of the centre ground at the next general election . 	0.0
48__election_25__scoop_15	a1f-fragment08	nmod	VB	NN	Sir : Labour does not need a commitment to proportional representation in order to scoop most of the centre ground at the next general election . 	0.0
48__ground_20__centre_19	a1f-fragment08	compound	NN	NN	Sir : Labour does not need a commitment to proportional representation in order to scoop most of the centre ground at the next general election . 	1.0
48__centre_19__ground_20	a1f-fragment08	compound	NN	NN	Sir : Labour does not need a commitment to proportional representation in order to scoop most of the centre ground at the next general election . 	1.0
49__practicalities_19__system_24	a1f-fragment08	nmod	NN	NNS	All it needs is to promise a high-powered investigation , such as a Royal Commission , into the practicalities of an alternative voting system ( surely justified by the intense public interest now abounding ) . 	0.5
49__alternative_22__system_24	a1f-fragment08	amod	NN	JJ	All it needs is to promise a high-powered investigation , such as a Royal Commission , into the practicalities of an alternative voting system ( surely justified by the intense public interest now abounding ) . 	0.0
49__voting_23__system_24	a1f-fragment08	compound	NN	NN	All it needs is to promise a high-powered investigation , such as a Royal Commission , into the practicalities of an alternative voting system ( surely justified by the intense public interest now abounding ) . 	0.0
54__suggest_7__setting_9	a1f-fragment09	xcomp	VBG	VB	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 	0.5
54__court_15__setting_9	a1f-fragment09	nmod	VBG	NN	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 	0.0
54__change_25__system_30	a1f-fragment09	nmod	NN	NN	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 	0.0
54__industrial_28__system_30	a1f-fragment09	amod	NN	JJ	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 	0.0
54__relations_29__system_30	a1f-fragment09	compound	NN	NNS	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 	0.0
54__court_15__deserves_31	a1f-fragment09	acl:relcl	VBZ	NN	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 	0.0
54__discussion_33__deserves_31	a1f-fragment09	dobj	VBZ	NN	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 	1.0
54__politics_48__hot-house_43	a1f-fragment09	nmod	NN	NNS	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 	2.5
55__welcomed_9__move_6	a1f-fragment09	nsubjpass	NN	VBN	For three reasons such a move should be welcomed . 	1.0
55__reasons_3__welcomed_9	a1f-fragment09	nmod	VBN	NNS	For three reasons such a move should be welcomed . 	0.0
55__move_6__welcomed_9	a1f-fragment09	nsubjpass	VBN	NN	For three reasons such a move should be welcomed . 	1.0
56__line_8__bring_5	a1f-fragment09	nmod	VB	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 	0.5
56__practice_13__bring_5	a1f-fragment09	nmod	VB	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 	0.0
56__courts_25__handle_26	a1f-fragment09	nsubj	VBP	NNS	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 	1.0
56__labour_44__handle_26	a1f-fragment09	reln-obj	VBP	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 	0.0
56__dispassionate_32__handle_26	a1f-fragment09	reln-obj	VBP	JJ	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 	0.0
56__law_36__based_34	a1f-fragment09	nmod	VBN	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 	0.0
56__precedent_38__based_34	a1f-fragment09	nmod	VBN	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 	0.0
56__expertise_41__based_34	a1f-fragment09	nmod	VBN	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 	0.0
56__labour_44__field_45	a1f-fragment09	compound	NN	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 	1.0
57__workers_7__enjoyed_8	a1f-fragment09	nsubj	VBN	NNS	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 	0.0
57__rights_10__enjoyed_8	a1f-fragment09	dobj	VBN	NNS	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 	1.0
57__law_12__enjoyed_8	a1f-fragment09	nmod	VBN	NN	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 	0.0
57__enjoyed_8__rights_10	a1f-fragment09	dobj	NNS	VBN	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 	0.0
57__positive_9__rights_10	a1f-fragment09	amod	NNS	JJ	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 	2.0
57__workers_7__rights_10	a1f-fragment09	subj-obj	NNS	NNS	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 	0.0
57__law_12__rights_10	a1f-fragment09	reln-obj	NNS	NN	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 	1.0
57__emphasis_16__reduce_14	a1f-fragment09	dobj	VB	NN	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 	2.0
57__workers_7__reduce_14	a1f-fragment09	nsubj	VB	NNS	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 	0.0
