22__gripped_16__life_19	a1e-fragment01	dobj	gripped	VBD	life	NN	He rejects charges that he was partly responsible for the ‘ casino atmosphere ’ that gripped US corporate life in the early 1980s . 
22__corporate_18__life_19	a1e-fragment01	amod	life	NN	corporate	JJ	He rejects charges that he was partly responsible for the ‘ casino atmosphere ’ that gripped US corporate life in the early 1980s . 
23__money_14__lost_12	a1e-fragment01	dobj	lost	VBD	money	NN	‘ We stirred it up , yes , but we never lost any money for anybody and we never added to the unemployment figures . ’ 
23__figures_24__added_20	a1e-fragment01	nmod	added	VBD	figures	NNS	‘ We stirred it up , yes , but we never lost any money for anybody and we never added to the unemployment figures . ’ 
26__DRG_8__makes_9	a1e-fragment01	nsubj	makes	VBZ	DRG	NN	It does not matter whether or not DRG makes sellotape or Basildon Bond — it 's of no consequence to anybody if somebody else makes them . ’ 
28__campaign_4__seen_8	a1e-fragment01	acl:relcl	campaign	NN	seen	VBN	In a takeover campaign that has already seen vitriolic language , he responds to the charge that he is mounting the bid to enrich himself and his friends by saying : ‘ Nobody could take that as a criticism — this is an investor group . 
28__language_10__seen_8	a1e-fragment01	dobj	seen	VBN	language	NN	In a takeover campaign that has already seen vitriolic language , he responds to the charge that he is mounting the bid to enrich himself and his friends by saying : ‘ Nobody could take that as a criticism — this is an investor group . 
28__responds_13__charge_16	a1e-fragment01	nmod	responds	VBZ	charge	NN	In a takeover campaign that has already seen vitriolic language , he responds to the charge that he is mounting the bid to enrich himself and his friends by saying : ‘ Nobody could take that as a criticism — this is an investor group . 
28__bid_22__mounting_20	a1e-fragment01	dobj	mounting	VBG	bid	NN	In a takeover campaign that has already seen vitriolic language , he responds to the charge that he is mounting the bid to enrich himself and his friends by saying : ‘ Nobody could take that as a criticism — this is an investor group . 
32__majority_14__hold_21	a1f-fragment06	nsubj	hold	VBP	majority	NN	Sir : I was interested by your juxtaposition of ‘ Poll predicts 42-seat majority for Labour ’ with ‘ Tories hold on ’ ( 30 September ) , the latter referring , of course , to the Conservative victory in Wandsworth , the significance of which appears to have been almost totally ignored by the media . 
32__course_34__appears_47	a1f-fragment06	nmod	appears	VBZ	course	NN	Sir : I was interested by your juxtaposition of ‘ Poll predicts 42-seat majority for Labour ’ with ‘ Tories hold on ’ ( 30 September ) , the latter referring , of course , to the Conservative victory in Wandsworth , the significance of which appears to have been almost totally ignored by the media . 
32__ignored_53__appears_47	a1f-fragment06	xcomp	appears	VBZ	ignored	VBN	Sir : I was interested by your juxtaposition of ‘ Poll predicts 42-seat majority for Labour ’ with ‘ Tories hold on ’ ( 30 September ) , the latter referring , of course , to the Conservative victory in Wandsworth , the significance of which appears to have been almost totally ignored by the media . 
32__victory_39__appears_47	a1f-fragment06	nmod	appears	VBZ	victory	NN	Sir : I was interested by your juxtaposition of ‘ Poll predicts 42-seat majority for Labour ’ with ‘ Tories hold on ’ ( 30 September ) , the latter referring , of course , to the Conservative victory in Wandsworth , the significance of which appears to have been almost totally ignored by the media . 
32__significance_44__appears_47	a1f-fragment06	nsubj	appears	VBZ	significance	NN	Sir : I was interested by your juxtaposition of ‘ Poll predicts 42-seat majority for Labour ’ with ‘ Tories hold on ’ ( 30 September ) , the latter referring , of course , to the Conservative victory in Wandsworth , the significance of which appears to have been almost totally ignored by the media . 
32__latter_30__appears_47	a1f-fragment06	nsubj	appears	VBZ	latter	JJ	Sir : I was interested by your juxtaposition of ‘ Poll predicts 42-seat majority for Labour ’ with ‘ Tories hold on ’ ( 30 September ) , the latter referring , of course , to the Conservative victory in Wandsworth , the significance of which appears to have been almost totally ignored by the media . 
32__referring_31__appears_47	a1f-fragment06	dep	appears	VBZ	referring	VBG	Sir : I was interested by your juxtaposition of ‘ Poll predicts 42-seat majority for Labour ’ with ‘ Tories hold on ’ ( 30 September ) , the latter referring , of course , to the Conservative victory in Wandsworth , the significance of which appears to have been almost totally ignored by the media . 
33__Electors_1__prepared_4	a1f-fragment07	nsubjpass	prepared	VBN	Electors	NNS	Electors are always prepared to criticise the Government in answer to pollsters ' questions , but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour into power . 
33__criticise_6__prepared_4	a1f-fragment07	xcomp	prepared	VBN	criticise	VB	Electors are always prepared to criticise the Government in answer to pollsters ' questions , but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour into power . 
33__booth_25__bring_30	a1f-fragment07	acl:relcl	booth	NN	bring	VB	Electors are always prepared to criticise the Government in answer to pollsters ' questions , but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour into power . 
33__vote_33__bring_30	a1f-fragment07	xcomp	bring	VB	vote	VB	Electors are always prepared to criticise the Government in answer to pollsters ' questions , but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour into power . 
33__simply_27__bring_30	a1f-fragment07	advmod	bring	VB	simply	RB	Electors are always prepared to criticise the Government in answer to pollsters ' questions , but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour into power . 
33__themselves_31__bring_30	a1f-fragment07	dobj	bring	VB	themselves	PRP	Electors are always prepared to criticise the Government in answer to pollsters ' questions , but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour into power . 
33__vote_33__power_36	a1f-fragment07	nmod	vote	VB	power	NN	Electors are always prepared to criticise the Government in answer to pollsters ' questions , but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour into power . 
36__significant_5__gap_6	a1f-fragment07	amod	gap	NN	significant	JJ	Sir : Despite a significant gap in the Labour Party 's education and training proposals , their objective to double the number of 16-18year-olds in full-time education must be welcomed ( 28 September ) . 
36__education_12__gap_6	a1f-fragment07	nmod	gap	NN	education	NN	Sir : Despite a significant gap in the Labour Party 's education and training proposals , their objective to double the number of 16-18year-olds in full-time education must be welcomed ( 28 September ) . 
36__proposals_15__gap_6	a1f-fragment07	nmod	gap	NN	proposals	NNS	Sir : Despite a significant gap in the Labour Party 's education and training proposals , their objective to double the number of 16-18year-olds in full-time education must be welcomed ( 28 September ) . 
36__double_20__gap_6	a1f-fragment07	subj-obj	gap	NN	double	VB	Sir : Despite a significant gap in the Labour Party 's education and training proposals , their objective to double the number of 16-18year-olds in full-time education must be welcomed ( 28 September ) . 
37__staying-_4__stands_7	a1f-fragment07	nmod	staying-	NN	stands	NNS	England 's full-time staying- on rate stands at 28 per cent according to the latest statistics available . 
37__rate_6__stands_7	a1f-fragment07	compound	stands	NNS	rate	NN	England 's full-time staying- on rate stands at 28 per cent according to the latest statistics available . 
39__education_5__add_2	a1f-fragment07	dobj	add	VB	education	NN	To add the part-time education and training statistics to those figures does not improve our relative position . 
39__statistics_8__add_2	a1f-fragment07	dobj	add	VB	statistics	NNS	To add the part-time education and training statistics to those figures does not improve our relative position . 
39__figures_11__add_2	a1f-fragment07	nmod	add	VB	figures	NNS	To add the part-time education and training statistics to those figures does not improve our relative position . 
39__improve_14__add_2	a1f-fragment07	csubj	improve	VB	add	VB	To add the part-time education and training statistics to those figures does not improve our relative position . 
39__position_17__add_2	a1f-fragment07	reln-subj	add	VB	position	NN	To add the part-time education and training statistics to those figures does not improve our relative position . 
39__improve_14__position_17	a1f-fragment07	dobj	improve	VB	position	NN	To add the part-time education and training statistics to those figures does not improve our relative position . 
39__relative_16__position_17	a1f-fragment07	amod	position	NN	relative	JJ	To add the part-time education and training statistics to those figures does not improve our relative position . 
39__add_2__position_17	a1f-fragment07	reln-subj	add	VB	position	NN	To add the part-time education and training statistics to those figures does not improve our relative position . 
39__education_5__position_17	a1f-fragment07	subj-obj	position	NN	education	NN	To add the part-time education and training statistics to those figures does not improve our relative position . 
40__transform_4__hopes_2	a1f-fragment07	xcomp	hopes	VBZ	transform	VB	Labour hopes to transform the situation by increasing the number of A- levels to five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two with an employer ) for the rest . 
40__transform_4__situation_6	a1f-fragment07	dobj	transform	VB	situation	NN	Labour hopes to transform the situation by increasing the number of A- levels to five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two with an employer ) for the rest . 
40__A-_12__levels_13	a1f-fragment07	compound	levels	NNS	A-	NN	Labour hopes to transform the situation by increasing the number of A- levels to five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two with an employer ) for the rest . 
40__youngsters_19__brighter_18	a1f-fragment07	amod	youngsters	NNS	brighter	JJR	Labour hopes to transform the situation by increasing the number of A- levels to five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two with an employer ) for the rest . 
40__grants_22__courses_26	a1f-fragment07	nmod	grants	NNS	courses	NNS	Labour hopes to transform the situation by increasing the number of A- levels to five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two with an employer ) for the rest . 
40__four-year_24__courses_26	a1f-fragment07	amod	courses	NNS	four-year	JJ	Labour hopes to transform the situation by increasing the number of A- levels to five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two with an employer ) for the rest . 
40__training_25__courses_26	a1f-fragment07	compound	courses	NNS	training	NN	Labour hopes to transform the situation by increasing the number of A- levels to five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two with an employer ) for the rest . 
40__providing_21__courses_26	a1f-fragment07	subj-obj	providing	VBG	courses	NNS	Labour hopes to transform the situation by increasing the number of A- levels to five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two with an employer ) for the rest . 
41__reforms_2__achieve_5	a1f-fragment07	nsubj	achieve	VB	reforms	NNS	These reforms will only achieve their objective if accompanied by the implementation of the 1944 Education Act provision for compulsory part- or full-time education or training up to the age of 18 . 
41__objective_7__achieve_5	a1f-fragment07	dobj	achieve	VB	objective	NN	These reforms will only achieve their objective if accompanied by the implementation of the 1944 Education Act provision for compulsory part- or full-time education or training up to the age of 18 . 
41__accompanied_9__achieve_5	a1f-fragment07	advcl	achieve	VB	accompanied	VBN	These reforms will only achieve their objective if accompanied by the implementation of the 1944 Education Act provision for compulsory part- or full-time education or training up to the age of 18 . 
41__achieve_5__accompanied_9	a1f-fragment07	advcl	achieve	VB	accompanied	VBN	These reforms will only achieve their objective if accompanied by the implementation of the 1944 Education Act provision for compulsory part- or full-time education or training up to the age of 18 . 
41__implementation_12__accompanied_9	a1f-fragment07	nmod	accompanied	VBN	implementation	NN	These reforms will only achieve their objective if accompanied by the implementation of the 1944 Education Act provision for compulsory part- or full-time education or training up to the age of 18 . 
42__clause_2__activated_7	a1f-fragment07	nsubjpass	activated	VBN	clause	NN	This clause has never yet been activated . 
43__inevitably_8__lead_9	a1f-fragment07	advmod	lead	VB	inevitably	RB	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid up the wages of that age group to entice young people away from education and into unskilled or semi- skilled jobs . 
43__employers_10__lead_9	a1f-fragment07	dobj	lead	VB	employers	NNS	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid up the wages of that age group to entice young people away from education and into unskilled or semi- skilled jobs . 
43__bid_12__lead_9	a1f-fragment07	xcomp	lead	VB	bid	VB	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid up the wages of that age group to entice young people away from education and into unskilled or semi- skilled jobs . 
43__bid_12__unskilled_29	a1f-fragment07	advcl	bid	VB	unskilled	JJ	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid up the wages of that age group to entice young people away from education and into unskilled or semi- skilled jobs . 
43__jobs_33__semi-_31	a1f-fragment07	amod	jobs	NNS	semi-	JJ	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid up the wages of that age group to entice young people away from education and into unskilled or semi- skilled jobs . 
43__jobs_33__skilled_32	a1f-fragment07	amod	jobs	NNS	skilled	JJ	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid up the wages of that age group to entice young people away from education and into unskilled or semi- skilled jobs . 
44__required_4__release_6	a1f-fragment07	xcomp	required	VBN	release	VB	Employers must be required to release 16-18-year-olds for education and training for at least two days per week . 
44__days_16__release_6	a1f-fragment07	nmod	release	VB	days	NNS	Employers must be required to release 16-18-year-olds for education and training for at least two days per week . 
44__16-18-year-olds_7__release_6	a1f-fragment07	dobj	release	VB	16-18-year-olds	NNS	Employers must be required to release 16-18-year-olds for education and training for at least two days per week . 
44__Employers_1__release_6	a1f-fragment07	reln-subj	release	VB	Employers	NNS	Employers must be required to release 16-18-year-olds for education and training for at least two days per week . 
45__complementary_8__goals_9	a1f-fragment08	amod	goals	NNS	complementary	JJ	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 
45__achieved_11__goals_9	a1f-fragment08	nsubjpass	achieved	VBN	goals	NNS	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 
45__reduce_31__goals_9	a1f-fragment08	nsubj	reduce	VB	goals	NNS	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 
45__competence_21__vocational_20	a1f-fragment08	amod	competence	NN	vocational	JJ	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 
45__capacity_27__productive_26	a1f-fragment08	amod	capacity	NN	productive	JJ	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 
45__inequalities_35__reduce_31	a1f-fragment08	dobj	reduce	VB	inequalities	NNS	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 
45__goals_9__reduce_31	a1f-fragment08	nsubj	reduce	VB	goals	NNS	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 
45__education_43__narrow_42	a1f-fragment08	amod	education	NN	narrow	JJ	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 
45__receive_40__standard_48	a1f-fragment08	nmod	receive	VBP	standard	NN	Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest . 
48__commitment_8__scoop_15	a1f-fragment08	acl	commitment	NN	scoop	VB	Sir : Labour does not need a commitment to proportional representation in order to scoop most of the centre ground at the next general election . 
48__election_25__scoop_15	a1f-fragment08	nmod	scoop	VB	election	NN	Sir : Labour does not need a commitment to proportional representation in order to scoop most of the centre ground at the next general election . 
48__ground_20__centre_19	a1f-fragment08	compound	ground	NN	centre	NN	Sir : Labour does not need a commitment to proportional representation in order to scoop most of the centre ground at the next general election . 
48__centre_19__ground_20	a1f-fragment08	compound	ground	NN	centre	NN	Sir : Labour does not need a commitment to proportional representation in order to scoop most of the centre ground at the next general election . 
49__practicalities_19__system_24	a1f-fragment08	nmod	practicalities	NNS	system	NN	All it needs is to promise a high-powered investigation , such as a Royal Commission , into the practicalities of an alternative voting system ( surely justified by the intense public interest now abounding ) . 
49__alternative_22__system_24	a1f-fragment08	amod	system	NN	alternative	JJ	All it needs is to promise a high-powered investigation , such as a Royal Commission , into the practicalities of an alternative voting system ( surely justified by the intense public interest now abounding ) . 
49__voting_23__system_24	a1f-fragment08	compound	system	NN	voting	NN	All it needs is to promise a high-powered investigation , such as a Royal Commission , into the practicalities of an alternative voting system ( surely justified by the intense public interest now abounding ) . 
54__suggest_7__setting_9	a1f-fragment09	xcomp	suggest	VB	setting	VBG	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 
54__court_15__setting_9	a1f-fragment09	nmod	setting	VBG	court	NN	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 
54__change_25__system_30	a1f-fragment09	nmod	change	NN	system	NN	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 
54__industrial_28__system_30	a1f-fragment09	amod	system	NN	industrial	JJ	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 
54__relations_29__system_30	a1f-fragment09	compound	system	NN	relations	NNS	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 
54__court_15__deserves_31	a1f-fragment09	acl:relcl	court	NN	deserves	VBZ	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 
54__discussion_33__deserves_31	a1f-fragment09	dobj	deserves	VBZ	discussion	NN	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 
54__politics_48__hot-house_43	a1f-fragment09	nmod	hot-house	NN	politics	NNS	Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics . 
55__welcomed_9__move_6	a1f-fragment09	nsubjpass	welcomed	VBN	move	NN	For three reasons such a move should be welcomed . 
55__reasons_3__welcomed_9	a1f-fragment09	nmod	welcomed	VBN	reasons	NNS	For three reasons such a move should be welcomed . 
55__move_6__welcomed_9	a1f-fragment09	nsubjpass	welcomed	VBN	move	NN	For three reasons such a move should be welcomed . 
56__line_8__bring_5	a1f-fragment09	nmod	bring	VB	line	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 
56__practice_13__bring_5	a1f-fragment09	nmod	bring	VB	practice	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 
56__courts_25__handle_26	a1f-fragment09	nsubj	handle	VBP	courts	NNS	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 
56__labour_44__handle_26	a1f-fragment09	reln-obj	handle	VBP	labour	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 
56__dispassionate_32__handle_26	a1f-fragment09	reln-obj	handle	VBP	dispassionate	JJ	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 
56__law_36__based_34	a1f-fragment09	nmod	based	VBN	law	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 
56__precedent_38__based_34	a1f-fragment09	nmod	based	VBN	precedent	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 
56__expertise_41__based_34	a1f-fragment09	nmod	based	VBN	expertise	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 
56__labour_44__field_45	a1f-fragment09	compound	field	NN	labour	NN	First , it would bring Britain into line with the best European practice , notably in Germany where local , regional and federal labour courts handle problems in a fair , dispassionate way based on law , precedent and judicial expertise in the labour field . 
57__workers_7__enjoyed_8	a1f-fragment09	nsubj	enjoyed	VBN	workers	NNS	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 
57__rights_10__enjoyed_8	a1f-fragment09	dobj	enjoyed	VBN	rights	NNS	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 
57__law_12__enjoyed_8	a1f-fragment09	nmod	enjoyed	VBN	law	NN	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 
57__enjoyed_8__rights_10	a1f-fragment09	dobj	enjoyed	VBN	rights	NNS	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 
57__positive_9__rights_10	a1f-fragment09	amod	rights	NNS	positive	JJ	Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities . 
